date,season,year,month,hour,holiday,week_day,working_day,weather_situation,temp_norm,feels_like_temp_norm,humidity_norm,wind_speed,casual,registered,num_rentals,temp_x_humidity,temp_x_wind_speed,temp_feel_diff,hour_category_afternoon,hour_category_evening,hour_category_morning,hour_category_night
2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,0.2046,0.072248,-0.022999999999999993,1,0,0,0
2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,0.2046,0.072248,-0.022999999999999993,1,0,0,0
2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,0.2046,0.078804,-0.022999999999999993,1,0,0,0
2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43,0.2046,0.101794,-0.03820000000000001,1,0,0,0
2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,0.2046,0.072248,-0.022999999999999993,1,0,0,0
2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,0.18600000000000003,0.07164000000000001,-0.01820000000000002,0,1,0,0
2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,0.12100000000000001,0.04268,0.007300000000000001,1,0,0,0
2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,0.12100000000000001,0.02299,0.022400000000000003,0,1,0,0
2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,0.13799999999999998,0.017920000000000002,0.02729999999999999,0,1,0,0
2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,0.13799999999999998,0.017920000000000002,0.02729999999999999,0,1,0,0
2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,0.13319999999999999,0.016128,0.03210000000000002,0,1,0,0
2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,0.13319999999999999,0.016128,0.03210000000000002,0,0,0,1
2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,0.13319999999999999,0.016128,0.03210000000000002,0,0,0,1
2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,0.144,0.029556000000000002,0.017000000000000015,0,0,0,1
2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,0.15000000000000002,0.026860000000000002,0.0121,0,0,0,1
2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,0.15000000000000002,0.026860000000000002,0.0121,0,0,0,1
2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,0.15000000000000002,0.03284,0.0121,0,0,0,1
2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,0.15000000000000002,0.020900000000000002,0.02729999999999999,0,0,0,1
2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,0.144,0.018809999999999997,0.03210000000000002,0,0,0,1
2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,0.144,0.024174,0.017000000000000015,0,0,1,0
2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,0.1376,0.014336,0.037000000000000005,0,0,1,0
2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,0.1376,0.014336,0.037000000000000005,0,0,1,0
2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,0.1548,0.016128,0.03210000000000002,0,0,1,0
2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,0.1548,0.018809999999999997,0.03210000000000002,0,0,1,0
2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,0.1674,0.018809999999999997,0.03210000000000002,0,0,1,0
2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,0.1674,0.018809999999999997,0.03210000000000002,1,0,0,0
2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,0.1674,0.018809999999999997,0.03210000000000002,1,0,0,0
2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38,0.17600000000000002,0.0,0.0527,1,0,0,0
2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41,0.17200000000000001,0.0,0.057599999999999985,1,0,0,0
2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80,0.17600000000000002,0.0,0.0527,1,0,0,0
2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,0.18,0.032232,0.0024000000000000132,0,1,0,0
2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,0.18,0.04656,-0.012699999999999989,0,1,0,0
2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,0.18,0.032232,0.0024000000000000132,0,1,0,0
2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,0.16799999999999998,0.04656,-0.012699999999999989,0,1,0,0
2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,0.165,0.029546,0.007300000000000001,0,0,0,1
2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,0.156,0.085968,-0.02789999999999998,0,0,0,1
2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,0.144,0.05373599999999999,-0.012699999999999989,0,0,0,1
2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,0.1408,0.078804,-0.022999999999999993,0,0,0,1
2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20,0.1408,0.04268,0.007300000000000001,0,0,0,1
2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15,0.1408,0.036124,0.007300000000000001,0,0,0,1
2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8,0.128,0.026860000000000002,0.0121,0,0,0,1
2011-01-29,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3,0.1104,0.01672,0.021799999999999986,0,0,0,1
2011-01-29,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2,0.1024,0.021488,0.021799999999999986,0,0,1,0
2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5,0.0944,0.01672,0.021799999999999986,0,0,1,0
2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34,0.099,0.029556000000000002,0.017000000000000015,0,0,1,0
2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34,0.10619999999999999,0.016128,0.03210000000000002,0,0,1,0
2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55,0.1152,0.018809999999999997,0.03210000000000002,0,0,1,0
2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64,0.1152,0.024174,0.017000000000000015,0,0,1,0
2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78,0.118,0.0388,-0.0030000000000000027,1,0,0,0
2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65,0.12100000000000001,0.036124,0.007300000000000001,1,0,0,0
2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99,0.132,0.029546,0.007300000000000001,1,0,0,0
2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120,0.1518,0.055813999999999996,-0.00789999999999999,1,0,0,0
2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107,0.144,0.039408,0.0024000000000000132,1,0,0,0
2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91,0.144,0.0,0.0479,0,1,0,0
2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68,0.1518,0.029546,0.007300000000000001,0,1,0,0
2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58,0.1518,0.055813999999999996,-0.00789999999999999,0,1,0,0
2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43,0.13319999999999999,0.016128,0.03210000000000002,0,1,0,0
2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36,0.13319999999999999,0.016128,0.03210000000000002,0,0,0,1
2011-01-29,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32,0.128,0.014336,0.037000000000000005,0,0,0,1
2011-01-29,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33,0.128,0.014336,0.037000000000000005,0,0,0,1
2011-01-30,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33,0.128,0.01672,0.021799999999999986,0,0,0,1
2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,7,22,29,0.11200000000000002,0.0,0.0721,0,0,0,1
2011-01-30,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11,0.128,0.0,0.0673,0,0,0,1
2011-01-30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0.0,1,7,8,0.1302,0.0,0.0721,0,0,0,1
2011-01-30,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0.0,0,1,1,0.1302,0.0,0.0721,0,0,0,1
2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,0.12040000000000001,0.0,0.0721,0,0,0,1
2011-01-30,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,0.12040000000000001,0.0,0.0721,0,0,1,0
2011-01-30,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12,0.12040000000000001,0.0,0.0721,0,0,1,0
2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0.0,4,34,38,0.128,0.0,0.0673,0,0,1,0
2011-01-30,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64,0.144,0.0,0.06240000000000001,0,0,1,0
2011-01-30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0.0,9,50,59,0.165,0.0,0.0527,0,0,1,0
2011-01-30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97,0.156,0.031349999999999996,0.018199999999999994,1,0,0,0
2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84,0.1708,0.02926,0.007899999999999963,1,0,0,0
2011-01-30,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122,0.1708,0.025088000000000003,0.022999999999999965,1,0,0,0
2011-01-30,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0.0,14,95,109,0.168,0.0,0.033299999999999996,1,0,0,0
2011-01-30,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,19,104,123,0.168,0.0,0.033299999999999996,1,0,0,0
2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77,0.168,0.0582,-0.0121,0,1,0,0
2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65,0.169,0.04269200000000001,-0.0024000000000000132,0,1,0,0
2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55,0.169,0.050440000000000006,-0.0024000000000000132,0,1,0,0
2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33,0.169,0.02717,0.012699999999999989,0,1,0,0
2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28,0.16799999999999998,0.039408,0.0024000000000000132,0,0,0,1
2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21,0.16799999999999998,0.04656,-0.012699999999999989,0,0,0,1
2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21,0.156,0.068064,-0.02789999999999998,0,0,0,1
2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7,0.156,0.05373599999999999,-0.012699999999999989,0,0,0,1
2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7,0.1408,0.055813999999999996,-0.00789999999999999,0,0,0,1
2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1,0.1408,0.04268,0.007300000000000001,0,0,0,1
2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2,0.1408,0.04268,0.007300000000000001,0,0,0,1
2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2,0.118,0.04478,-0.0030000000000000027,0,0,0,1
2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8,0.1152,0.051048,-0.013300000000000006,0,0,0,1
2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37,0.1104,0.05254400000000001,-0.02360000000000001,0,0,1,0
2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72,0.1024,0.04537600000000001,-0.02360000000000001,0,0,1,0
2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185,0.0944,0.04537600000000001,-0.02360000000000001,0,0,1,0
2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112,0.0944,0.04776,-0.02360000000000001,0,0,1,0
2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69,0.0944,0.03104,-0.008500000000000008,0,0,1,0
2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48,0.0944,0.03104,-0.008500000000000008,0,0,1,0
2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68,0.099,0.018809999999999997,0.03210000000000002,1,0,0,0
2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,2,52,54,0.0944,0.0,0.0673,1,0,0,0
2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86,0.099,0.024174,0.017000000000000015,1,0,0,0
2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44,0.0944,0.021488,0.021799999999999986,1,0,0,0
2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86,0.08960000000000001,0.03104,0.021799999999999986,1,0,0,0
2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161,0.0944,0.03104,-0.008500000000000008,0,1,0,0
2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156,0.08800000000000001,0.035824,-0.008500000000000008,0,1,0,0
2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111,0.183,0.031349999999999996,0.018199999999999994,0,1,0,0
2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78,0.0944,0.026272000000000004,0.006699999999999984,0,1,0,0
2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56,0.0944,0.014336,0.037000000000000005,0,0,0,1
2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34,0.0944,0.01672,0.021799999999999986,0,0,0,1
2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17,0.1024,0.014336,0.037000000000000005,0,0,0,1
2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8,0.1024,0.01672,0.021799999999999986,0,0,0,1
2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3,0.1104,0.01672,0.021799999999999986,0,0,0,1
2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,0.1104,0.0,0.0673,0,0,0,1
2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,0.1104,0.0,0.0673,0,0,0,1
2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0.0,0,3,3,0.1302,0.0,0.0721,0,0,0,1
2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,0,22,22,0.1302,0.0,0.0721,0,0,1,0
2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0.0,0,52,52,0.14880000000000002,0.0,0.0673,0,0,1,0
2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0.0,3,132,135,0.14880000000000002,0.0,0.0673,0,0,1,0
2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,2,114,116,0.14880000000000002,0.0,0.0673,0,0,1,0
2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47,0.14880000000000002,0.0,0.0673,0,0,1,0
2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0.0,2,49,51,0.1548,0.0,0.06240000000000001,0,0,1,0
2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0.0,2,53,55,0.17200000000000001,0.0,0.057599999999999985,1,0,0,0
2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0.0,3,49,52,0.17200000000000001,0.0,0.057599999999999985,1,0,0,0
2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54,0.17600000000000002,0.019712,0.037599999999999995,1,0,0,0
2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52,0.18,0.0,0.0479,1,0,0,0
2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64,0.18,0.032232,0.0024000000000000132,1,0,0,0
2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176,0.18,0.0,0.0479,0,1,0,0
2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168,0.19440000000000002,0.025079999999999998,0.017600000000000005,0,1,0,0
2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108,0.19440000000000002,0.032232,0.0024000000000000132,0,1,0,0
2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74,0.1914,0.029546,0.007300000000000001,0,1,0,0
2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64,0.1914,0.029546,0.007300000000000001,0,0,0,1
2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36,0.1914,0.019712,0.037599999999999995,0,0,0,1
2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16,0.18600000000000003,0.0388,-0.0030000000000000027,0,0,0,1
2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2,0.2046,0.02299,0.022400000000000003,0,0,0,1
2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3,0.2046,0.04268,0.007300000000000001,0,0,0,1
2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,0.2046,0.029546,0.007300000000000001,0,0,0,1
2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1,0.2046,0.029546,0.007300000000000001,0,0,0,1
2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1,0.2046,0.062392,-0.00789999999999999,0,0,0,1
2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3,0.2046,0.02299,0.022400000000000003,0,0,0,1
2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18,0.2046,0.02299,0.022400000000000003,0,0,1,0
2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49,0.2046,0.049257999999999996,-0.00789999999999999,0,0,1,0
2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155,0.2046,0.049257999999999996,-0.00789999999999999,0,0,1,0
2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123,0.2232,0.021504,0.017600000000000005,0,0,1,0
2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,2,59,61,0.22,0.0,0.0527,0,0,1,0
2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52,0.2232,0.04656,-0.012699999999999989,0,0,1,0
2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64,0.2232,0.05373599999999999,-0.012699999999999989,1,0,0,0
2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75,0.31620000000000004,0.05582800000000001,-0.006700000000000039,1,0,0,0
2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63,0.3116,0.147478,0.013899999999999968,1,0,0,0
2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76,0.2888,0.12479200000000001,0.013899999999999968,1,0,0,0
2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103,0.2556,0.10745999999999999,-0.0267,1,0,0,0
2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190,0.1908,0.18806399999999998,-0.041800000000000004,0,1,0,0
2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182,0.1428,0.18774800000000003,-0.052100000000000035,0,1,0,0
2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91,0.12600000000000003,0.13790000000000002,-0.03760000000000002,0,1,0,0
2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75,0.1152,0.132528,-0.04299999999999998,0,1,0,0
2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63,0.10339999999999999,0.072248,-0.022999999999999993,0,0,0,1
2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40,0.0968,0.055813999999999996,-0.00789999999999999,0,0,0,1
2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32,0.08800000000000001,0.08956,-0.033300000000000024,0,0,0,1
2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12,0.08000000000000002,0.08956,-0.033300000000000024,0,0,0,1
2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5,0.08800000000000001,0.10448,-0.048500000000000015,0,0,0,1
2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2,0.0774,0.045666,-0.013300000000000006,0,0,0,1
2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1,0.0774,0.045666,-0.013300000000000006,0,0,0,1
2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2,0.08,0.04776,-0.02360000000000001,0,0,0,1
2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39,0.0688,0.057312,-0.02360000000000001,0,0,1,0
2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87,0.07,0.04597600000000001,-0.01880000000000001,0,0,1,0
2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188,0.07,0.050148000000000005,-0.01880000000000001,0,0,1,0
2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133,0.0752,0.04776,-0.02360000000000001,0,0,1,0
2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52,0.0774,0.059112000000000005,-0.028499999999999998,0,0,1,0
2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64,0.0774,0.080604,-0.0436,0,0,1,0
2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69,0.08000000000000002,0.07164000000000001,-0.01820000000000002,1,0,0,0
2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51,0.08000000000000002,0.08358,-0.033300000000000024,1,0,0,0
2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47,0.0814,0.085382,-0.022999999999999993,1,0,0,0
2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60,0.0814,0.072248,-0.022999999999999993,1,0,0,0
2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78,0.0814,0.055813999999999996,-0.00789999999999999,1,0,0,0
2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175,0.08000000000000002,0.0388,-0.0030000000000000027,0,1,0,0
2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147,0.08000000000000002,0.03284,0.0121,0,1,0,0
2011-02-03,1,0,2,19,0,4,1,1,0.2,0.2576,0.4,0.0,4,92,96,0.08000000000000002,0.0,0.057599999999999985,0,1,0,0
2011-02-03,1,0,2,20,0,4,1,1,0.2,0.2273,0.47,0.0896,1,108,109,0.094,0.017920000000000002,0.02729999999999999,0,1,0,0
2011-02-03,1,0,2,21,0,4,1,1,0.18,0.2121,0.55,0.1045,1,53,54,0.099,0.018809999999999997,0.03210000000000002,0,0,0,1
2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41,0.09179999999999999,0.016128,0.03210000000000002,0,0,0,1
2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38,0.094,0.020900000000000002,0.02729999999999999,0,0,0,1
2011-02-04,1,0,2,0,0,5,1,2,0.2,0.2576,0.44,0.0,3,10,13,0.08800000000000001,0.0,0.057599999999999985,0,0,0,1
2011-02-04,1,0,2,1,0,5,1,2,0.16,0.2273,0.59,0.0,0,7,7,0.0944,0.0,0.0673,0,0,0,1
2011-02-04,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,0.08820000000000001,0.01463,0.026699999999999974,0,0,0,1
2011-02-04,1,0,2,3,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1,0.08820000000000001,0.01463,0.026699999999999974,0,0,0,1
2011-02-04,1,0,2,5,0,5,1,2,0.14,0.1515,0.63,0.1343,0,7,7,0.08820000000000001,0.018802000000000003,0.011499999999999982,0,0,0,1
2011-02-04,1,0,2,6,0,5,1,2,0.16,0.2273,0.55,0.0,2,26,28,0.08800000000000001,0.0,0.0673,0,0,1,0
2011-02-04,1,0,2,7,0,5,1,1,0.14,0.2121,0.59,0.0,0,87,87,0.0826,0.0,0.0721,0,0,1,0
